::ffff:127.0.0.1 - - [20/Sep/2020:02:17:48 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:27:17 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:27:19 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:27:33 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:27:34 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:27:37 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:27:39 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:27:55 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:27:57 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:28:59 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:29:04 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:32:12 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:32:15 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:34:30 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:34:57 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:35:00 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:35:08 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:35:29 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:35:51 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:35:53 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:36:02 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:39:19 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:39:47 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:40:01 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:56:22 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:56:37 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:56:44 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:57:12 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:57:13 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:57:14 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:02:59:18 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:03:01:45 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:03:02:18 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:03:04:50 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:03:04:54 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:03:05:06 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:03:05:08 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:03:05:12 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:03:08:07 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:03:08:54 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:03:10:49 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
::ffff:127.0.0.1 - - [20/Sep/2020:03:11:27 +0000] "GET /baby/get?babyId=1 HTTP/1.1" 304 - "http://192.168.31.132:6006/" "Mozilla/5.0 (Linux; Android 8.0.0; Pixel 2 XL Build/OPD1.170816.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
